game_id,scene_id,title,source
re2,re2_54,You must be Annette.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_55,"Come on, lets go.",https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_56,I have to hurry.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_57,I'll be right back.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_58,Tell me what I need to know.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_59,I've got something else to take care of.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_60,I have to find my brother.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_61,What have we got here?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_62,Don't Come Any Closer - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_63,I'll go look for her - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_64,Ada Wong,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_65,Who the heck are you?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_66,It’s a dead end - alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_67,I’ll catch up with you - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_68,Get that Scum! - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_69,Reckless and Stupid.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_70,I have to talk to her.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_71,Where did you get that?,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_72,The Sooner the better.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_73,We've finally arrived.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_74,Snap out of it.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_75,Welcome Back.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_76,You’re So Gullible - Alternate.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_77,We're A Team.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_78,Game Over.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_79,I have to find my brother.,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re2,re2_80,Its up to us to take out umbrella!,https://gamefaqs.gamespot.com/ps/198458-resident-evil-2/faqs/32821
re3,re3_01,Raccoon City’s Narrator,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_02,Defense Crushed,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_03,The Escape,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_04,Surrounded,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_05,Choice,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_06,Get Away!,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_07,No Escape,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_08,End of Brad Vickers,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_09,Outside,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_10,Radio Transmission,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_11,Meet Carlos(Restaurant),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_12,Basement,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_13,Kitchen,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_14,Meet Carlos (Raccoon Press),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_15,Hide,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_16,Window,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_17,The Mercenaries,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_18,The Plan,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_19,Trapped,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_20,Target,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_21,Electrocute,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_22,Firefighter Jill,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_23,Umbrella Business Building (Nicholai),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_24,Umbrella Business Building (Carlos),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_25,Nemesis Cut-Off,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_26,Falling,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_27,Climb,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_28,Fall,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_29,Last One Standing,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_30,Gas Station (Nicholai),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_31,Gas Station(Carlos),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_32,The Worm,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_33,Time to Go (Carlos at Umbrella Building),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_34,Time to Go,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_35,Stowaway,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_36,Sacrifice,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_37,The Last Stand,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_38,Window,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_39,Brake,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_40,Just a Piece of Paper,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_41,Nemesis Arrives,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_42,Light,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_43,Cord,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_44,Transport Cut-Off,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_45,Infection,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_46,Help,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_47,Nemesis Rises,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_48,Nemesis Falls,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_49,Carlos...,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_50,Alone,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_51,Chapel,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_52,Hunter,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_53,Traitor,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_54,Enter Gamma,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_55,Bomb,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_56,Noises,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_57,Nemesis Returns,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_58,Vaccination,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_59,Bad News,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_60,Playing,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_61,Barge,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_62,Message,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_63,Another Mutant,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_64,The Worm,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_65,The Escape,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_66,Bridge Terror,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_67,Push,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_68,Missile,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_69,Jump,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_70,Job,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_71,Sneak,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_72,Bonus,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_73,Garbage Dispsoal,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_74,Acid Death,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_75,Garbage Dump,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_76,Garbage?,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_77,Radio Room 1,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_78,Radio Room 2,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_79,Negotiate,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_80,Destroy,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_81,No Escape,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_82,Rail Cannon,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_83,Nemesis’ Final Form,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_84,Full Power,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_85,Nemesis’ Defeat,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_86,Determination,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_87,S.T.A.R.S.,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_88,Escape,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_89,Rescue,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_90,Ending,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_91,Raccoon City’s Narrator,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_92,Defenses Crushed,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_93,The Escape,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_94,Surrounded,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_95,Choice,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_96,Get Away!,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_97,No Escape,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_98,End of Brad Vickers,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_99,Outside,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_100,Radio Transmission,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_101,Meet Carlos(Restaurant),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_102,Basement (If you choose ‘Run into the basement’),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_103,Kitchen (If you choose ‘Hide inside the kitchen’),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_104,Meet Carlos(Raccoon Press),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_105,Hide (If you choose ‘Hide in the back’),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_106,Window (If you choose ‘Jump out of the window’),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_107,The Mercenaries,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_108,The Plan,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_109,Trapped,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_110,Target (If you choose ‘Head to the emergency exit’),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_111,Electrocute (If you choose ‘Increase electrical output’),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_112,Firefighter Jill,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_113,Umbrella Business Building (If you met Carlos at the Restaurant),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_114,Umbrella Business Building (If you met Carlos at Raccoon Press Building,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_115,Nemesis Cut-Off,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_116,Falling,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_117,Climb (if you choose ‘Climb Up’),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_118,Fall (if you choose ‘Jump Off’),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_119,Last One Standing,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_120,Gas Station (If you met Carlos at Raccoon Press Building and jumped,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_121,Gas Station (Any other scenario except for above),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_122,The Worm,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_123,Time to Go (If you met Carlos at Umbrella Office Building),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_124,Time to Go (Any other scenario except for above),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_125,Stowaway,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_126,Sacrifice,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_127,The Last Stand,https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
re3,re3_128,Window (If you choose ‘Jump out the window’),https://gamefaqs.gamespot.com/ps/198459-resident-evil-3-nemesis/faqs/60207
